Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2001","2001","1000 US$","607","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2002","2002","1000 US$","303","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2003","2003","1000 US$","379","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2004","2004","1000 US$","303","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2005","2005","1000 US$","531","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2006","2006","1000 US$","303","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2007","2007","1000 US$","303","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2008","2008","1000 US$","455","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2009","2009","1000 US$","379","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2010","2010","1000 US$","379","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2011","2011","1000 US$","455","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2012","2012","1000 US$","303","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2013","2013","1000 US$","228","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2014","2014","1000 US$","265","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2015","2015","1000 US$","379","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2016","2016","1000 US$","504","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2017","2017","1000 US$","379","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2018","2018","1000 US$","564","Fc","Calculated data"
"QV","Value of Agricultural Production","3","Albania","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2019","2019","1000 US$","459","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2000","2000","1000 US$","619","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2001","2001","1000 US$","707","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2002","2002","1000 US$","884","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2003","2003","1000 US$","1150","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2004","2004","1000 US$","1592","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2005","2005","1000 US$","1946","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2006","2006","1000 US$","2653","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2007","2007","1000 US$","6247","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2008","2008","1000 US$","13010","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2009","2009","1000 US$","5249","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2010","2010","1000 US$","5383","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2011","2011","1000 US$","6847","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2012","2012","1000 US$","5216","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2013","2013","1000 US$","9132","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2014","2014","1000 US$","12171","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2015","2015","1000 US$","13119","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2016","2016","1000 US$","13920","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2017","2017","1000 US$","31837","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2018","2018","1000 US$","31187","Fc","Calculated data"
"QV","Value of Agricultural Production","7","Angola","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2019","2019","1000 US$","33030","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1961","1961","1000 US$","213","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1962","1962","1000 US$","2501","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1963","1963","1000 US$","4217","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1964","1964","1000 US$","3121","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1965","1965","1000 US$","3789","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1966","1966","1000 US$","4057","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1967","1967","1000 US$","4570","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1968","1968","1000 US$","4904","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1969","1969","1000 US$","7089","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1970","1970","1000 US$","5974","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1971","1971","1000 US$","13152","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1972","1972","1000 US$","17387","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1973","1973","1000 US$","60632","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1974","1974","1000 US$","110564","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1975","1975","1000 US$","108112","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1976","1976","1000 US$","154923","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1977","1977","1000 US$","312075","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1978","1978","1000 US$","557276","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1979","1979","1000 US$","824769","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1980","1980","1000 US$","780187","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1981","1981","1000 US$","840373","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1982","1982","1000 US$","925079","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1983","1983","1000 US$","891642","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1984","1984","1000 US$","1560374","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1985","1985","1000 US$","1448918","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1986","1986","1000 US$","1582665","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1987","1987","1000 US$","1493501","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1988","1988","1000 US$","2206814","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1989","1989","1000 US$","1448918","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1990","1990","1000 US$","2385143","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1991","1991","1000 US$","2421254","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1992","1992","1000 US$","2521118","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1993","1993","1000 US$","2462136","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1994","1994","1000 US$","2612489","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1995","1995","1000 US$","2704574","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1996","1996","1000 US$","2774835","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1997","1997","1000 US$","2453106","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1998","1998","1000 US$","4175598","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1999","1999","1000 US$","4458211","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2000","2000","1000 US$","4488482","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2001","2001","1000 US$","5992025","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2002","2002","1000 US$","6687316","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2003","2003","1000 US$","7761422","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2004","2004","1000 US$","7038791","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2005","2005","1000 US$","8535187","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2006","2006","1000 US$","9036206","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2007","2007","1000 US$","10584413","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2008","2008","1000 US$","10306957","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2009","2009","1000 US$","6908751","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2010","2010","1000 US$","11741916","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2011","2011","1000 US$","10897770","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2012","2012","1000 US$","8938756","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2013","2013","1000 US$","10990871","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2014","2014","1000 US$","11902913","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2015","2015","1000 US$","13697085","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2016","2016","1000 US$","13106974","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2017","2017","1000 US$","12253755","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2018","2018","1000 US$","8423327","Fc","Calculated data"
"QV","Value of Agricultural Production","9","Argentina","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2019","2019","1000 US$","12318904","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1961","1961","1000 US$","89","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1962","1962","1000 US$","116","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1963","1963","1000 US$","268","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1964","1964","1000 US$","335","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1965","1965","1000 US$","497","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1966","1966","1000 US$","344","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1967","1967","1000 US$","347","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1968","1968","1000 US$","397","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1969","1969","1000 US$","778","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1970","1970","1000 US$","2249","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1971","1971","1000 US$","4119","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1972","1972","1000 US$","15044","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1973","1973","1000 US$","16971","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1974","1974","1000 US$","27977","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1975","1975","1000 US$","32979","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1976","1976","1000 US$","19954","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1977","1977","1000 US$","24714","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1978","1978","1000 US$","34221","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1979","1979","1000 US$","44162","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1980","1980","1000 US$","36665","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1981","1981","1000 US$","32737","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1982","1982","1000 US$","34485","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1983","1983","1000 US$","23806","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1984","1984","1000 US$","39650","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1985","1985","1000 US$","49136","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1986","1986","1000 US$","47075","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1987","1987","1000 US$","40171","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1988","1988","1000 US$","30845","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1989","1989","1000 US$","57935","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1990","1990","1000 US$","34630","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1991","1991","1000 US$","27742","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1992","1992","1000 US$","28003","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1993","1993","1000 US$","21870","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1994","1994","1000 US$","36352","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1995","1995","1000 US$","12189","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1996","1996","1000 US$","19954","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1997","1997","1000 US$","33103","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1998","1998","1000 US$","24156","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","1999","1999","1000 US$","48670","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2000","2000","1000 US$","46881","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2001","2001","1000 US$","21763","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2002","2002","1000 US$","28210","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2003","2003","1000 US$","4121","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2004","2004","1000 US$","26754","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2005","2005","1000 US$","19991","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2006","2006","1000 US$","22434","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2007","2007","1000 US$","11589","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2008","2008","1000 US$","15523","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2009","2009","1000 US$","35834","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2010","2010","1000 US$","26661","Fc","Calculated data"
"QV","Value of Agricultural Production","10","Australia","58","Gross Production Value (constant 2014-2016 thousand US$)","236","Soybeans","2011","2011","1000 US$","13308","Fc","Calculated data"
