Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1984","1984","tonnes","90752915","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1985","1985","tonnes","101156845","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1986","1986","tonnes","94446350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1987","1987","tonnes","100102463","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1988","1988","tonnes","93521958","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1989","1989","tonnes","107254261","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1990","1990","tonnes","108456443","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1991","1991","tonnes","102848965","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1992","1992","tonnes","113989217","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1993","1993","tonnes","115245084","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1994","1994","tonnes","136356259","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1995","1995","tonnes","126923581","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1996","1996","tonnes","130193238","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1997","1997","tonnes","144326264","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1998","1998","tonnes","160128822","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","1999","1999","tonnes","157815480","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2000","2000","tonnes","161308383","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2001","2001","tonnes","177020742","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2002","2002","tonnes","180950735","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2003","2003","tonnes","190573530","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2004","2004","tonnes","205548135","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2005","2005","tonnes","214542763","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2006","2006","tonnes","221558921","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2007","2007","tonnes","219793075","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2008","2008","tonnes","231223485","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2009","2009","tonnes","223380802","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2010","2010","tonnes","265088429","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2011","2011","tonnes","261601653","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2012","2012","tonnes","241337217","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2013","2013","tonnes","277672608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2014","2014","tonnes","306301433","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2015","2015","tonnes","323308279","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2016","2016","tonnes","335944720","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2017","2017","tonnes","359510895","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2018","2018","tonnes","344731688","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2019","2019","tonnes","336329392","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5510","Production","236","Soybeans","2020","2020","tonnes","353463735","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1961","1961","tonnes","71813","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1962","1962","tonnes","84594","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1963","1963","tonnes","87260","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1964","1964","tonnes","76781","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1965","1965","tonnes","73067","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1966","1966","tonnes","77180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1967","1967","tonnes","80884","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1968","1968","tonnes","90459","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1969","1969","tonnes","89000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1970","1970","tonnes","97211","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1971","1971","tonnes","97545","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1972","1972","tonnes","103891","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1973","1973","tonnes","106221","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1974","1974","tonnes","135960","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1975","1975","tonnes","151128","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1976","1976","tonnes","177483","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1977","1977","tonnes","214047","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1978","1978","tonnes","308253","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1979","1979","tonnes","327037","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1980","1980","tonnes","339734","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1981","1981","tonnes","358617","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1982","1982","tonnes","419742","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1983","1983","tonnes","351083","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1984","1984","tonnes","354047","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1985","1985","tonnes","377706","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1986","1986","tonnes","367285","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1987","1987","tonnes","441655","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1988","1988","tonnes","542018","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1989","1989","tonnes","688177","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1990","1990","tonnes","701066","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1991","1991","tonnes","673606","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1992","1992","tonnes","488461","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1993","1993","tonnes","536809","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1994","1994","tonnes","570813","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1995","1995","tonnes","661472","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1996","1996","tonnes","708315","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1997","1997","tonnes","751900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1998","1998","tonnes","937171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","1999","1999","tonnes","928495","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2000","2000","tonnes","945265","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2001","2001","tonnes","1026200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2002","2002","tonnes","1029470","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2003","2003","tonnes","1009567","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2004","2004","tonnes","1173272","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2005","2005","tonnes","1317194","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2006","2006","tonnes","1498401","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2007","2007","tonnes","1411115","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2008","2008","tonnes","1402222","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2009","2009","tonnes","1588818","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2010","2010","tonnes","1604449","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2011","2011","tonnes","1897943","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2012","2012","tonnes","2126418","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2013","2013","tonnes","2189433","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2014","2014","tonnes","2476257","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2015","2015","tonnes","2619534","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2016","2016","tonnes","2771246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2017","2017","tonnes","3596805","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2018","2018","tonnes","3683926","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2019","2019","tonnes","3331296","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5510","Production","236","Soybeans","2020","2020","tonnes","3438611","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1961","1961","tonnes","18648443","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1962","1962","tonnes","18392825","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1963","1963","tonnes","19164134","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1964","1964","tonnes","19265859","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1965","1965","tonnes","23232544","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1966","1966","tonnes","25515271","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1967","1967","tonnes","26794973","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1968","1968","tonnes","30372655","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1969","1969","tonnes","31047568","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1970","1970","tonnes","30957780","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1971","1971","tonnes","32288439","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1972","1972","tonnes","34955628","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1973","1973","tonnes","42514473","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1974","1974","tonnes","33382517","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1975","1975","tonnes","42506545","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1976","1976","tonnes","35321395","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1977","1977","tonnes","48677936","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1978","1978","tonnes","51375580","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1979","1979","tonnes","62183304","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1980","1980","tonnes","49611904","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1981","1981","tonnes","55042800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1982","1982","tonnes","60459104","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1983","1983","tonnes","45253400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1984","1984","tonnes","51565000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1985","1985","tonnes","58140000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1986","1986","tonnes","53827800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1987","1987","tonnes","54006708","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1988","1988","tonnes","43305608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1989","1989","tonnes","53568700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1990","1990","tonnes","53678000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1991","1991","tonnes","55524730","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1992","1992","tonnes","61066970","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1993","1993","tonnes","52830290","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1994","1994","tonnes","70697220","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1995","1995","tonnes","61471000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1996","1996","tonnes","66950440","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1997","1997","tonnes","75913480","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1998","1998","tonnes","77334780","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","1999","1999","tonnes","75004360","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2000","2000","tonnes","77758290","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2001","2001","tonnes","80306670","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2002","2002","tonnes","77345730","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2003","2003","tonnes","69056020","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2004","2004","tonnes","88059530","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2005","2005","tonnes","86662180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2006","2006","tonnes","90466120","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2007","2007","tonnes","75545380","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2008","2008","tonnes","84084600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2009","2009","tonnes","95051150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2010","2010","tonnes","95107890","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2011","2011","tonnes","88757900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2012","2012","tonnes","87877270","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2013","2013","tonnes","96745250","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2014","2014","tonnes","112922670","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2015","2015","tonnes","113410240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2016","2016","tonnes","123528000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2017","2017","tonnes","127781570","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2018","2018","tonnes","127931090","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2019","2019","tonnes","102812090","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","236","Soybeans","2020","2020","tonnes","118907740","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5510","Production","236","Soybeans","1961","1961","tonnes","20087","A","Aggregate, may include official, semi-official, estimated or calculated data"
